image_path,text,theme,theme_num,sentiment,sentiment_num,emotion,emotion_num,dominant_colour,dominant_colour_num,attention_score,attention_score_num,trust_safety,trust_safety_num,del1,target_audience_num,predicted_ctr,predicted_ctr_num,likelihood_shares,likelihood_shares_num,keywords,del2,del3,object_detected,img_desc,target_audience
sample_0011.jpg,Get a quick slice of pizza for a satisfactory lunch break today,Food,0,Neutral,2,Joy,0,Green,3,High,0,Questionable,2,Young Adults,7,Medium,1,Low,2,quick slice lunch,15% off,Book Now,Pizza,pepperoni pizza with crispy edges filetype png,Pizza Lovers
sample_0012.jpg,Consistent taste and quality make this a reliable choice for your hunger,Food,0,Neutral,2,Joy,0,Yellow,6,High,0,Questionable,2,Young Adults,7,High,0,Medium,1,consistent taste reliable,,,Pizza,margherita pizza fresh basil leaves,Pizza Lovers
sample_0013.jpg,Stop eating cold soggy pizza that leaves you feeling disappointed and hungry,Food,0,Negative,1,Anger,1,Blue,2,Low,2,Unsafe,1,General,0,High,0,Low,2,cold soggy disappointed,$19.99,,Pizza,pizza slice with bubbling mozzarella cheese,Pizza Lovers
sample_0014.jpg,Do not settle for skimpy toppings when you deserve a real meal,Food,0,Negative,1,Anger,1,Blue,2,High,0,Unsafe,1,Travelers,5,Medium,1,High,0,skimpy toppings real,$10 off,Learn More,Pizza,double cheese pizza stretch pull closeup,Pizza Lovers
sample_0015.jpg,Avoid places with late delivery and rude service that ruin your night,Food,0,Negative,1,Anger,1,White,4,Medium,1,Unsafe,1,Tech Enthusiasts,2,High,0,Low,2,late delivery rude,50% off,,Pizza,oven baked pizza golden crust texture,Pizza Lovers
sample_0016.jpg,Say no to greasy cardboard pizza and demand a better slice now,Food,0,Negative,1,Anger,1,White,4,High,0,Unsafe,1,Travelers,5,Low,2,Medium,1,greasy cardboard demand,$14.99,,Pizza,pizza slice showing layered toppings closeup,Pizza Lovers
sample_0017.jpg,Why pay for a burnt bottom pizza when you want perfection,Food,0,Negative,1,Anger,1,Red,0,High,0,Unsafe,1,Young Adults,7,Medium,1,Medium,1,burnt bottom pay,$14.99,,Pizza,crispy pizza base with olive oil drizzle,Pizza Lovers
sample_0018.jpg,Tired of bland sauce and dry crust that tastes like nothing,Food,0,Negative,1,Anger,1,Red,0,Medium,1,Unsafe,1,Fashionistas,3,Low,2,High,0,bland sauce dry,$9.99,Try Now,Pizza,vegetable pizza vibrant colors on plate,Pizza Lovers
sample_0019.jpg,Stop getting tricked by ads that look nothing like the pizza you get,Food,0,Negative,1,Anger,1,Green,3,High,0,Unsafe,1,Young Adults,7,High,0,Low,2,tricked ads look,$10 off,Book Now,Pizza,pizza slice with cheese pull halo effect,Pizza Lovers
sample_0020.jpg,Fed up with tiny portions that cost way too much money,Food,0,Negative,1,Anger,1,Brown,7,High,0,Unsafe,1,Families,8,High,0,High,0,tiny portions cost,,,Pizza,hand holding hot pizza slice steam,Pizza Lovers
sample_0021.jpg,Stop wasting money on soggy crust - choose a better slice for dinner tonight,Food,0,Neutral,2,Anger,1,White,4,Medium,1,Questionable,2,Fashionistas,3,Medium,1,Low,2,pizza crust dinner,,Book Now,Pizza,crispy golden crust cheese slice hot filetype-png,Pizza Lovers
sample_0022.jpg,Fed up with cold deliveries - get a pizza that arrives hot and ready,Food,0,Neutral,2,Anger,1,Blue,2,High,0,Questionable,2,Travelers,5,Medium,1,Medium,1,hot delivery pizza,$19.99,Get Started,Pizza,steaming hot pizza fresh toppings melted cheese filetype-png,Pizza Lovers
sample_0023.jpg,Tired of waiting too long - try our fast service for a change,Food,0,Neutral,2,Anger,1,Yellow,6,Low,2,Questionable,2,Professionals,9,Low,2,Low,2,fast service pizza,$499,Apply Now,Pizza,fast delivery pizza box open hot slice filetype-png,Pizza Lovers
sample_0024.jpg,Do not settle for bland toppings - demand real flavor on your next pie,Food,0,Neutral,2,Anger,1,Green,3,Low,2,Questionable,2,Car Enthusiasts,4,High,0,Low,2,flavor toppings pizza,$299,Subscribe,Pizza,vibrant colorful toppings pepperoni olives basil slice,Pizza Lovers
sample_0025.jpg,Count on us for fresh ingredients and reliable delivery every single time you order,Food,0,Positive,0,Trust,2,Yellow,6,Medium,1,Safe,0,Travelers,5,Low,2,Medium,1,fresh reliable delivery,50% off,Sign Up,Pizza,fresh dough hand tossed rustic crust cheese topping,Pizza Lovers
sample_0026.jpg,We never compromise on quality - enjoy a pizza you can truly trust,Food,0,Positive,0,Trust,2,Brown,7,Medium,1,Safe,0,Professionals,9,Low,2,Medium,1,quality trust pizza,,Learn More,Pizza,golden baked pizza thick cheese bubbling filetype-png,Pizza Lovers
sample_0027.jpg,Family favorite for years - the reliable taste you know and love always,Food,0,Positive,0,Trust,2,Grey,5,Medium,1,Safe,0,Young Adults,7,Medium,1,Medium,1,family favorite pizza,$199,Order Now,Pizza,family style pizza large round cheese pepperoni slice,Pizza Lovers
sample_0028.jpg,Consistent baking in every bite - a trustworthy option for your family dinner,Food,0,Positive,0,Trust,2,Green,3,Medium,1,Safe,0,Tech Enthusiasts,2,Medium,1,Low,2,consistent baking dinner,15% off,Order Now,Pizza,evenly baked pizza uniform crust melty cheese filetype-png,Pizza Lovers
sample_0029.jpg,Made with care every day - pizza that delivers on its promise always,Food,0,Positive,0,Trust,2,Black,1,Low,2,Safe,0,Car Enthusiasts,4,Medium,1,High,0,care promise pizza,$9.99,Order Now,Pizza,artisan pizza wood fired crust charred edges cheese,Pizza Lovers
sample_0030.jpg,You can rely on our fresh dough and sauce for a great meal,Food,0,Positive,0,Trust,2,White,4,Low,2,Safe,0,Investors,6,Low,2,Medium,1,fresh dough sauce,,Get Started,Pizza,fresh tomato sauce bright red base mozzarella cheese,Pizza Lovers
sample_0031.jpg,Honest ingredients and honest cooking - the pizza your family trusts implicitly,Food,0,Positive,0,Trust,2,Black,1,Low,2,Safe,0,Car Enthusiasts,4,High,0,High,0,honest ingredients cooking,$499,Buy Now,Pizza,transparent kitchen view pizza being assembled ingredients,Pizza Lovers
sample_0032.jpg,Always hot and always fresh - depend on us for your next meal,Food,0,Positive,0,Trust,2,Yellow,6,Medium,1,Safe,0,Travelers,5,Low,2,High,0,hot fresh meal,20% off,Subscribe,Pizza,steaming pizza on stone oven bright cheese,Pizza Lovers
sample_0033.jpg,A standard option for dinner - expect a solid pizza that fills you up,Food,0,Neutral,2,Trust,2,Brown,7,Low,2,Questionable,2,General,0,High,0,Medium,1,standard dinner pizza,$14.99,Book Now,Pizza,solid thick crust hearty slice filling dinner,Pizza Lovers
sample_0034.jpg,Familiar recipe with consistent results - a dependable choice for your lunch break,Food,0,Neutral,2,Trust,2,White,4,High,0,Questionable,2,Fashionistas,3,Medium,1,Low,2,familiar recipe lunch,,Order Now,Pizza,consistent pizza slice uniform toppings golden crust,Pizza Lovers
sample_0035.jpg,Basic ingredients prepared well - a reliable pizza for any casual occasion,Food,0,Neutral,2,Trust,2,Red,0,High,0,Questionable,2,Families,8,Low,2,Low,2,basic ingredients reliable,$29.99,Sign Up,Pizza,basic pizza simple cheese slice crisp edges,Pizza Lovers
sample_0036.jpg,Regular size pizza with standard toppings - exactly what you ordered on time,Food,0,Neutral,2,Trust,2,White,4,Low,2,Questionable,2,Investors,6,High,0,Low,2,regular size toppings,$899,Order Now,Pizza,regular size pizza standard toppings cheese slice,Pizza Lovers
sample_0037.jpg,Taste the excitement in every bite with this bold new pizza flavor sensation,Food,0,Positive,0,Excitement,3,Green,3,Medium,1,Safe,0,Tech Enthusiasts,2,High,0,High,0,excitement flavor sensation,,Book Now,Pizza,bold flavored pizza spicy peppers vibrant cheese,Pizza Lovers
sample_0038.jpg,Get ready for a flavor explosion that will rock your world tonight,Food,0,Positive,0,Excitement,3,Green,3,High,0,Safe,0,General,0,Low,2,High,0,flavor explosion world,10% off,Try Now,Pizza,flavor explosion pizza colorful toppings swirling cheese,Pizza Lovers
sample_0039.jpg,Unleash the fun with this amazing pizza creation that everyone is talking about,Food,0,Positive,0,Excitement,3,Green,3,High,0,Safe,0,General,0,Low,2,Medium,1,fun amazing creation,25% off,Get Started,Pizza,fun pizza creative topping arrangement colorful cheese,Pizza Lovers
sample_0040.jpg,Ignite your taste buds with the most thrilling pizza experience of the year,Food,0,Positive,0,Excitement,3,Yellow,6,High,0,Safe,0,Car Enthusiasts,4,High,0,Medium,1,thrilling experience pizza,$9.99,Try Now,Pizza,thrilling pizza fiery sauce bright cheese slice,Pizza Lovers
sample_0041.jpg,Try our new pizza toppings today for a different flavor experience,Food,0,Neutral,2,Excitement,3,Green,3,Low,2,Questionable,2,Professionals,9,Medium,1,Medium,1,new toppings flavor,$5 off,Buy Now,Pizza,closeup thin crust pepperoni pizza filetype:png,Pizza Lovers
sample_0042.jpg,Explore the wide variety of crust options available on our menu now,Food,0,Neutral,2,Excitement,3,White,4,High,0,Questionable,2,Tech Enthusiasts,2,Low,2,High,0,crust options menu,$99,,Pizza,golden cheese melt on wooden pizza slice,Pizza Lovers
sample_0043.jpg,Discover a new favorite pizza with our unique ingredient combinations tonight,Food,0,Neutral,2,Excitement,3,Brown,7,Medium,1,Questionable,2,Families,8,High,0,Low,2,unique ingredients combinations,15% off,Get Started,Pizza,crispy edge of margherita pizza on plate,Pizza Lovers
sample_0044.jpg,Check out the latest specials on our updated pizza menu for delivery,Food,0,Neutral,2,Excitement,3,Red,0,High,0,Questionable,2,Fashionistas,3,Medium,1,High,0,latest specials delivery,$9.99,Apply Now,Pizza,hot bubbling mozzarella pizza top view,Pizza Lovers
sample_0045.jpg,See what makes our classic recipe a popular choice for dinner tonight,Food,0,Neutral,2,Excitement,3,Grey,5,High,0,Questionable,2,Food Lovers,1,Medium,1,Low,2,classic recipe dinner,$10 off,Sign Up,Pizza,cheesy overlay on veggie pizza slice,Pizza Lovers
sample_0046.jpg,Experience the difference of fresh ingredients on your next pizza order,Food,0,Neutral,2,Excitement,3,Green,3,High,0,Questionable,2,Food Lovers,1,Low,2,Medium,1,fresh ingredients order,$299,Try Now,Pizza,slice of deep dish pizza with peppers,Pizza Lovers
sample_0047.jpg,Find out why our new pizza deal is worth checking out today,Food,0,Neutral,2,Excitement,3,Red,0,Low,2,Questionable,2,Tech Enthusiasts,2,Medium,1,Medium,1,pizza deal value,$10 off,Buy Now,Pizza,fresh basil leaves on pizza top,Pizza Lovers
sample_0048.jpg,Taste the new seasonal toppings before they are gone from the menu,Food,0,Neutral,2,Excitement,3,Red,0,Medium,1,Questionable,2,General,0,High,0,Low,2,seasonal toppings menu,15% off,Order Now,Pizza,transparent background pizza slice with toppings,Pizza Lovers
sample_0049.jpg,Do not settle for cold and soggy pizza tonight - order fresh now,Food,0,Negative,1,Fear,4,Red,0,High,0,Unsafe,1,General,0,High,0,Low,2,fresh hot pizza,30% off,,Pizza,glossy cheese pull pizza slice filetype:png,Pizza Lovers
sample_0050.jpg,Avoid the disappointment of a late dinner - ensure fast delivery here,Food,0,Negative,1,Fear,4,Red,0,Low,2,Unsafe,1,Investors,6,Low,2,Low,2,fast delivery dinner,$29.99,,Pizza,closeup pepperoni circles on pizza crust,Pizza Lovers
sample_0051.jpg,Stop wasting money on bland toppings - choose real flavor for your meal,Food,0,Negative,1,Fear,4,Yellow,6,High,0,Unsafe,1,Fashionistas,3,Low,2,Medium,1,real flavor value,$9.99,,Pizza,vegan cheese pizza slice on slate,Pizza Lovers
sample_0052.jpg,Do not let hunger ruin your night - get a hot pizza fast,Food,0,Negative,1,Fear,4,Red,0,Medium,1,Unsafe,1,Tech Enthusiasts,2,Low,2,High,0,hunger relief fast,,,Pizza,dark stone baked pizza with herbs,Pizza Lovers
sample_0053.jpg,Fear the long wait times elsewhere - get your pizza ready in minutes,Food,0,Negative,1,Fear,4,Red,0,Low,2,Unsafe,1,Food Lovers,1,Low,2,Low,2,fast service ready,$499,Book Now,Pizza,pizza slice with crispy crust edges,Pizza Lovers
sample_0054.jpg,Do not risk a spoiled dinner with slow delivery - order with confidence,Food,0,Negative,1,Fear,4,Green,3,Low,2,Unsafe,1,Professionals,9,Medium,1,Low,2,reliable delivery confidence,50% off,,Pizza,multiple pizza slices arranged circularly filetype:png,Pizza Lovers
sample_0055.jpg,Avoid the regret of a bad meal - choose quality pizza you trust,Food,0,Negative,1,Fear,4,Green,3,High,0,Unsafe,1,Tech Enthusiasts,2,Low,2,High,0,quality meal trust,$29.99,,Pizza,hand holding mozzarella pizza slice closeup,Pizza Lovers
sample_0056.jpg,Do not face an empty table tonight - secure your delicious pizza order,Food,0,Negative,1,Fear,4,Yellow,6,High,0,Unsafe,1,Investors,6,Low,2,High,0,delicious order tonight,$10 off,,Pizza,charred crust pizza on wooden board,Pizza Lovers
sample_0057.jpg,Stop suffering through dry crust - enjoy a perfectly baked pizza tonight,Food,0,Negative,1,Fear,4,Red,0,High,0,Unsafe,1,Car Enthusiasts,4,High,0,High,0,dry crust baked,10% off,,Pizza,slice of BBQ chicken pizza with sauce,Pizza Lovers
sample_0058.jpg,Do not take chances with your health - check our clean kitchen rating,Food,0,Negative,1,Fear,4,Grey,5,Medium,1,Unsafe,1,Food Lovers,1,Medium,1,Medium,1,health safety kitchen,20% off,,Pizza,fresh tomato slices on pizza top,Pizza Lovers
sample_0059.jpg,Avoid the stress of cooking tonight - let us handle dinner for you,Food,0,Negative,1,Fear,4,Blue,2,High,0,Unsafe,1,Professionals,9,Medium,1,Low,2,no cooking stress,$49.99,,Pizza,cheddar cheese pizza with jalapeno rings,Pizza Lovers
sample_0060.jpg,Do not let your party down - order enough pizza for everyone now,Food,0,Negative,1,Fear,4,Red,0,Low,2,Unsafe,1,Tech Enthusiasts,2,High,0,High,0,party food enough,$9.99,Book Now,Pizza,pizza slice with melted cheese strings,Pizza Lovers
sample_0061.jpg,Sink your teeth into a juicy burger and experience pure flavor bliss today,Food,0,Positive,0,Joy,0,Black,1,Medium,1,Safe,0,Travelers,5,Low,2,Medium,1,juicy burger flavor,$899,Learn More,Burger,juicy grilled beef burger sesame bun filetype-png,Burger Lovers
sample_0062.jpg,Every bite of this amazing burger brings a smile to your face instantly,Food,0,Positive,0,Joy,0,Grey,5,Medium,1,Safe,0,Fashionistas,3,High,0,High,0,amazing burger smile,$10 off,Learn More,Burger,double cheeseburger with melted cheddar lettuce tomato,Burger Lovers
sample_0063.jpg,Taste the ultimate satisfaction with a flame grilled burger made just for you,Food,0,Positive,0,Joy,0,White,4,Medium,1,Safe,0,Food Lovers,1,Medium,1,Low,2,flame grilled satisfaction,30% off,Shop Now,Burger,closeup crispy bacon topped burger patty,Burger Lovers
sample_0064.jpg,Treat yourself to the best burger in town and feel the joy now,Food,0,Positive,0,Joy,0,Red,0,Medium,1,Safe,0,Tech Enthusiasts,2,Medium,1,High,0,best burger joy,$499,Order Now,Burger,classic cheeseburger with pickles onions ketchup,Burger Lovers
sample_0065.jpg,Unleash happiness with a double cheeseburger that is packed with incredible fresh flavor,Food,0,Positive,0,Joy,0,Blue,2,Low,2,Safe,0,Families,8,High,0,High,0,double cheeseburger happiness,$19.99,Order Now,Burger,burger with grilled onions caramelized onions filetype-png,Burger Lovers
sample_0066.jpg,Satisfy your deep cravings with a mouthwatering burger that hits the spot perfectly,Food,0,Positive,0,Joy,0,Grey,5,Medium,1,Safe,0,Families,8,Medium,1,Low,2,mouthwatering burger cravings,,Shop Now,Burger,stacked burger double patty cheese lettuce,Burger Lovers
sample_0067.jpg,Discover pure burger bliss with premium ingredients that make every moment so special,Food,0,Positive,0,Joy,0,Yellow,6,High,0,Safe,0,Tech Enthusiasts,2,Low,2,Low,2,premium burger bliss,$5 off,Shop Now,Burger,hot toasted sesame seed bun burger patty,Burger Lovers
sample_0068.jpg,Make your day unforgettable with a delicious hot burger that tastes like heaven,Food,0,Positive,0,Joy,0,Blue,2,Medium,1,Safe,0,Fashionistas,3,High,0,High,0,delicious hot burger,$29.99,Order Now,Burger,gourmet beef burger with avocado slices,Burger Lovers
sample_0069.jpg,Enjoy a solid burger for lunch when you need something filling and good,Food,0,Neutral,2,Joy,0,Brown,7,High,0,Questionable,2,Car Enthusiasts,4,High,0,Low,2,solid burger lunch,$499,Book Now,Burger,burger with melted American cheese sesame bun,Burger Lovers
sample_0070.jpg,A classic burger is a reliable choice for a quick and tasty meal,Food,0,Neutral,2,Joy,0,Brown,7,Low,2,Questionable,2,Food Lovers,1,High,0,High,0,classic burger meal,,Sign Up,Burger,closeup grill marks on burger patty,Burger Lovers
sample_0071.jpg,Grab a standard burger combo for a satisfying dinner without any fuss today,Food,0,Neutral,2,Joy,0,White,4,Medium,1,Questionable,2,Tech Enthusiasts,2,Low,2,Medium,1,standard burger combo,15% off,Buy Now,Burger,burger half cut showing juicy interior,Burger Lovers
sample_0072.jpg,This burger serves its purpose well for a simple and enjoyable food break,Food,0,Neutral,2,Joy,0,Brown,7,Medium,1,Questionable,2,Fashionistas,3,Low,2,Low,2,simple food break,$299,Get Started,Burger,cheeseburger with crispy onions and ketchup,Burger Lovers
sample_0073.jpg,Stop eating dry and tasteless burgers that waste your hard earned money today,Food,0,Negative,1,Anger,1,Green,3,Medium,1,Unsafe,1,Investors,6,High,0,High,0,dry tasteless burgers,30% off,,Burger,burger served on wooden platter with fries,Burger Lovers
sample_0074.jpg,Do not accept sad and soggy burgers anymore - demand real flavor now,Food,0,Negative,1,Anger,1,Yellow,6,Medium,1,Unsafe,1,Fashionistas,3,Medium,1,High,0,soggy burgers flavor,$19.99,,Burger,double patty burger with bacon and cheese,Burger Lovers
sample_0075.jpg,You deserve better than cold burgers with fake cheese - try quality food,Food,0,Negative,1,Anger,1,Brown,7,Medium,1,Unsafe,1,Fashionistas,3,High,0,Low,2,cold burgers quality,$49.99,,Burger,burger with fresh lettuce tomato onion,Burger Lovers
sample_0076.jpg,Sick of tiny burgers that leave you hungry - get a real meal,Food,0,Negative,1,Anger,1,Blue,2,Low,2,Unsafe,1,Investors,6,Low,2,High,0,tiny burgers hungry,,,Burger,closeup sesame seed bun top half,Burger Lovers
sample_0077.jpg,Why settle for frozen burger patties when you can have fresh meat,Food,0,Negative,1,Anger,1,Yellow,6,High,0,Unsafe,1,Families,8,Low,2,Low,2,frozen patties fresh,$5 off,Book Now,Burger,grilled beef burger patty sizzling hot,Burger Lovers
sample_0078.jpg,Avoid the disappointment of greasy fast food and choose a hearty burger,Food,0,Negative,1,Anger,1,Green,3,High,0,Unsafe,1,Young Adults,7,High,0,Low,2,greasy fast food,$199,Shop Now,Burger,burger with melted mozzarella cheese and basil,Burger Lovers
sample_0079.jpg,Stop suffering through bland burger experiences - spice up your life right now,Food,0,Negative,1,Anger,1,Yellow,6,Low,2,Unsafe,1,Young Adults,7,High,0,High,0,bland burger experiences,$14.99,,Burger,burger with crispy lettuce and tomato slices filetype-png,Burger Lovers
sample_0080.jpg,Say no to overcooked burgers and find a place that respects food,Food,0,Negative,1,Anger,1,White,4,High,0,Unsafe,1,Car Enthusiasts,4,High,0,Medium,1,overcooked burgers respect,15% off,,Burger,artistic burger composition with sauce drizzling,Burger Lovers
sample_0081.jpg,Stop paying for soggy buns and cold patties - expect better from your meal today,Food,0,Neutral,2,Anger,1,Brown,7,Medium,1,Questionable,2,Travelers,5,High,0,Medium,1,soggy buns cold patties,10% off,Try Now,Burger,close up juicy beef patty cheese melt filetype-png,Burger Lovers
sample_0082.jpg,Why accept a dry burger when you can demand juicy flavor right now,Food,0,Neutral,2,Anger,1,Black,1,Low,2,Questionable,2,Food Lovers,1,High,0,Low,2,dry burger juicy flavor,,Subscribe,Burger,crispy lettuce tomato slice on grilled bun,Burger Lovers
sample_0083.jpg,Tired of inconsistent fast food quality - get a burger that actually satisfies hunger,Food,0,Neutral,2,Anger,1,Grey,5,Low,2,Questionable,2,Young Adults,7,Medium,1,High,0,inconsistent food quality,$199,Subscribe,Burger,top view sesame seed bun with lettuce,Burger Lovers
sample_0084.jpg,Avoid disappointing lunches with greasy messes - choose a burger made with care now,Food,0,Neutral,2,Anger,1,Blue,2,High,0,Questionable,2,Families,8,Low,2,High,0,disappointing lunch greasy mess,$49.99,Try Now,Burger,side angle melted cheddar cheese dripping burger,Burger Lovers
sample_0085.jpg,Always fresh beef and crisp veggies - this burger is quality you can trust,Food,0,Positive,0,Trust,2,Red,0,Low,2,Safe,0,Investors,6,High,0,Medium,1,fresh beef crisp veggies,$299,Book Now,Burger,handheld double patty burger with onions,Burger Lovers
sample_0086.jpg,Consistent delicious flavor in every single bite - rely on this burger for lunch,Food,0,Positive,0,Trust,2,Blue,2,Medium,1,Safe,0,Families,8,Low,2,Medium,1,consistent flavor reliable lunch,$5 off,Get Started,Burger,close up charred grill marks on patty,Burger Lovers
sample_0087.jpg,Made with premium ingredients and grilled to perfection - a meal that never disappoints,Food,0,Positive,0,Trust,2,Blue,2,Low,2,Safe,0,Young Adults,7,Low,2,Low,2,premium ingredients grilled perfection,25% off,Order Now,Burger,fresh garden herbs on burger top,Burger Lovers
sample_0088.jpg,A classic meal done right every time - trust the taste of this burger,Food,0,Positive,0,Trust,2,Blue,2,Low,2,Safe,0,Families,8,Medium,1,Low,2,classic meal right taste,,Shop Now,Burger,high resolution burger with bacon strips,Burger Lovers
sample_0089.jpg,Fresh off the grill and served hot - enjoy a reliable burger made just for you,Food,0,Positive,0,Trust,2,Grey,5,Low,2,Safe,0,Professionals,9,Low,2,Medium,1,fresh grill hot meal,10% off,Apply Now,Burger,toasted bun interior soft texture closeup,Burger Lovers
sample_0090.jpg,Quality meat and fresh toppings combined - taste the difference of a trusted recipe,Food,0,Positive,0,Trust,2,Brown,7,Low,2,Safe,0,Young Adults,7,High,0,Low,2,quality meat fresh toppings,,Book Now,Burger,vibrant colorful burger ingredients layered together,Burger Lovers
sample_0091.jpg,Dependable taste and generous portions - this burger is the meal you deserve today,Food,0,Positive,0,Trust,2,Brown,7,High,0,Safe,0,Investors,6,High,0,High,0,dependable taste generous portions,$99,Buy Now,Burger,macro shot beef patty sesame bun filetype-png,Burger Lovers
sample_0092.jpg,Real food made with real care - savor a burger that always meets expectations,Food,0,Positive,0,Trust,2,Black,1,Low,2,Safe,0,Fashionistas,3,Low,2,Medium,1,real food real care,$299,Shop Now,Burger,melted mozzarella cheese stretchy pull burger,Burger Lovers
sample_0093.jpg,A standard choice for a quick lunch - this burger fills you up efficiently,Food,0,Neutral,2,Trust,2,Red,0,Low,2,Questionable,2,Fashionistas,3,Low,2,Medium,1,standard choice quick lunch,10% off,Apply Now,Burger,golden french fries beside classic burger,Burger Lovers
sample_0094.jpg,Made with classic ingredients for a familiar taste - enjoy a simple meal now,Food,0,Neutral,2,Trust,2,Red,0,Medium,1,Questionable,2,Families,8,Medium,1,Medium,1,classic ingredients familiar taste,25% off,Learn More,Burger,burger with pickles and mustard drizzle,Burger Lovers
sample_0095.jpg,A solid option for dinner - this burger provides good value for the price,Food,0,Neutral,2,Trust,2,Blue,2,Medium,1,Questionable,2,General,0,Low,2,High,0,solid option dinner value,20% off,Order Now,Burger,juicy burger half cut showing layers,Burger Lovers
sample_0096.jpg,Expect a decent meal with standard toppings - this burger does the job well,Food,0,Neutral,2,Trust,2,White,4,High,0,Questionable,2,Families,8,High,0,High,0,decent meal standard toppings,$499,Book Now,Burger,close up crisp lettuce leaf topping,Burger Lovers
sample_0097.jpg,Experience a flavor explosion with every juicy bite - the ultimate burger awaits you now,Food,0,Positive,0,Excitement,3,White,4,Medium,1,Safe,0,Food Lovers,1,High,0,High,0,flavor explosion juicy bite,$19.99,Buy Now,Burger,grill smoke ambience behind burger,Burger Lovers
sample_0098.jpg,Get ready to unwrap deliciousness - this amazing burger will make your day brighter,Food,0,Positive,0,Excitement,3,Blue,2,Low,2,Safe,0,Travelers,5,High,0,Low,2,unwrap deliciousness amazing burger,$10 off,Shop Now,Burger,burger on wooden board with napkin,Burger Lovers
sample_0099.jpg,Satisfy your cravings with the most mouthwatering burger you have ever tasted today,Food,0,Positive,0,Excitement,3,White,4,Medium,1,Safe,0,Car Enthusiasts,4,Medium,1,High,0,satisfy cravings mouthwatering burger,,Apply Now,Burger,cheese oozing over patty top view,Burger Lovers
sample_0100.jpg,Indulge in cheesy goodness and juicy meat - treat yourself to burger perfection now,Food,0,Positive,0,Excitement,3,White,4,Medium,1,Safe,0,General,0,Medium,1,Medium,1,cheesy goodness juicy meat,$299,Apply Now,Burger,stacked burger with double cheese filetype-png,Burger Lovers
sample_0101.jpg,Try our new menu item and see what makes this burger so special today,Food,0,Neutral,2,Excitement,3,White,4,Medium,1,Questionable,2,Car Enthusiasts,4,High,0,Low,2,new menu item,50% off,Try Now,Burger,closeup juicy beef patty burger filetype:png,Burger Lovers
sample_0102.jpg,Discover a new favorite flavor with this classic burger available for a limited time,Food,0,Neutral,2,Excitement,3,Black,1,Medium,1,Questionable,2,Food Lovers,1,Medium,1,Low,2,favorite flavor classic,30% off,Book Now,Burger,toasted sesame seed bun with cheese,Burger Lovers
