image_path,text,theme,theme_num,sentiment,sentiment_num,emotion,emotion_num,dominant_colour,dominant_colour_num,attention_score,attention_score_num,trust_safety,trust_safety_num,target_audience_num,predicted_ctr,predicted_ctr_num,likelihood_shares,likelihood_shares_num,keywords,object_detected,img_desc,target_audience,monetary_mention,call_to_action
sample_0018.jpg,Tired of bland sauce and dry crust that tastes like nothing,Food,0,Negative,1,Anger,1,Red,0,Medium,1,Unsafe,1,3,Low,2,High,0,bland sauce dry,Pizza,vegetable pizza vibrant colors on plate,Pizza Lovers,Flavor boost $3 off,Buy Today
sample_0019.jpg,Stop getting tricked by ads that look nothing like the pizza you get,Food,0,Negative,1,Anger,1,Green,3,High,0,Unsafe,1,7,High,0,Low,2,tricked ads look,Pizza,pizza slice with cheese pull halo effect,Pizza Lovers,"True taste, no tricks",Order Now
sample_0020.jpg,Fed up with tiny portions that cost way too much money,Food,0,Negative,1,Anger,1,Brown,7,High,0,Unsafe,1,8,High,0,High,0,tiny portions cost,Pizza,hand holding hot pizza slice steam,Pizza Lovers,"Big slices, small price",Grab Yours
sample_0021.jpg,Stop wasting money on soggy crust - choose a better slice for dinner tonight,Food,0,Neutral,2,Anger,1,White,4,Medium,1,Questionable,2,3,Medium,1,Low,2,pizza crust dinner,Pizza,crispy golden crust cheese slice hot filetype-png,Pizza Lovers,No soggy crust,Order Now
sample_0022.jpg,Fed up with cold deliveries - get a pizza that arrives hot and ready,Food,0,Neutral,2,Anger,1,Blue,2,High,0,Questionable,2,5,Medium,1,Medium,1,hot delivery pizza,Pizza,steaming hot pizza fresh toppings melted cheese filetype-png,Pizza Lovers,Hot pizza guaranteed,Buy Now
sample_0023.jpg,Tired of waiting too long - try our fast service for a change,Food,0,Neutral,2,Anger,1,Yellow,6,Low,2,Questionable,2,9,Low,2,Low,2,fast service pizza,Pizza,fast delivery pizza box open hot slice filetype-png,Pizza Lovers,"Fast service, fresh pizza",Order Now
sample_0024.jpg,Do not settle for bland toppings - demand real flavor on your next pie,Food,0,Neutral,2,Anger,1,Green,3,Low,2,Questionable,2,4,High,0,Low,2,flavor toppings pizza,Pizza,vibrant colorful toppings pepperoni olives basil slice,Pizza Lovers,"Real flavor, no compromise",Get Yours
sample_0025.jpg,Count on us for fresh ingredients and reliable delivery every single time you order,Food,0,Positive,0,Trust,2,Yellow,6,Medium,1,Safe,0,5,Low,2,Medium,1,fresh reliable delivery,Pizza,fresh dough hand tossed rustic crust cheese topping,Pizza Lovers,Trusted fresh ingredients discount,Shop Now
sample_0026.jpg,We never compromise on quality - enjoy a pizza you can truly trust,Food,0,Positive,0,Trust,2,Brown,7,Medium,1,Safe,0,9,Low,2,Medium,1,quality trust pizza,Pizza,golden baked pizza thick cheese bubbling filetype-png,Pizza Lovers,Quality assured $5 off,Buy Today
sample_0027.jpg,Family favorite for years - the reliable taste you know and love always,Food,0,Positive,0,Trust,2,Grey,5,Medium,1,Safe,0,7,Medium,1,Medium,1,family favorite pizza,Pizza,family style pizza large round cheese pepperoni slice,Pizza Lovers,Family favorite deal,Order Now
sample_0028.jpg,Consistent baking in every bite - a trustworthy option for your family dinner,Food,0,Positive,0,Trust,2,Green,3,Medium,1,Safe,0,2,Medium,1,Low,2,consistent baking dinner,Pizza,evenly baked pizza uniform crust melty cheese filetype-png,Pizza Lovers,Consistent baking savings,Grab Now
sample_0029.jpg,Made with care every day - pizza that delivers on its promise always,Food,0,Positive,0,Trust,2,Black,1,Low,2,Safe,0,4,Medium,1,High,0,care promise pizza,Pizza,artisan pizza wood fired crust charred edges cheese,Pizza Lovers,"Careful craft, special price",Claim Offer
sample_0030.jpg,You can rely on our fresh dough and sauce for a great meal,Food,0,Positive,0,Trust,2,White,4,Low,2,Safe,0,6,Low,2,Medium,1,fresh dough sauce,Pizza,fresh tomato sauce bright red base mozzarella cheese,Pizza Lovers,"Fresh dough, $3 off",Order Today
sample_0031.jpg,Honest ingredients and honest cooking - the pizza your family trusts implicitly,Food,0,Positive,0,Trust,2,Black,1,Low,2,Safe,0,4,High,0,High,0,honest ingredients cooking,Pizza,transparent kitchen view pizza being assembled ingredients,Pizza Lovers,Save $5 on tonight's pizza,Order Now
sample_0032.jpg,Always hot and always fresh - depend on us for your next meal,Food,0,Positive,0,Trust,2,Yellow,6,Medium,1,Safe,0,5,Low,2,High,0,hot fresh meal,Pizza,steaming pizza on stone oven bright cheese,Pizza Lovers,Get 2-for-1 pizza deal,Buy Today
sample_0033.jpg,A standard option for dinner - expect a solid pizza that fills you up,Food,0,Neutral,2,Trust,2,Brown,7,Low,2,Questionable,2,0,High,0,Medium,1,standard dinner pizza,Pizza,solid thick crust hearty slice filling dinner,Pizza Lovers,Enjoy $3 off large pizza,Grab Yours
sample_0034.jpg,Familiar recipe with consistent results - a dependable choice for your lunch break,Food,0,Neutral,2,Trust,2,White,4,High,0,Questionable,2,3,Medium,1,Low,2,familiar recipe lunch,Pizza,consistent pizza slice uniform toppings golden crust,Pizza Lovers,Limited $10 family special,Shop Now
sample_0035.jpg,Basic ingredients prepared well - a reliable pizza for any casual occasion,Food,0,Neutral,2,Trust,2,Red,0,High,0,Questionable,2,8,Low,2,Low,2,basic ingredients reliable,Pizza,basic pizza simple cheese slice crisp edges,Pizza Lovers,Buy one get one free,Add to Cart
sample_0036.jpg,Regular size pizza with standard toppings - exactly what you ordered on time,Food,0,Neutral,2,Trust,2,White,4,Low,2,Questionable,2,6,High,0,Low,2,regular size toppings,Pizza,regular size pizza standard toppings cheese slice,Pizza Lovers,Free delivery on orders $20+,Order Fast
sample_0037.jpg,Taste the excitement in every bite with this bold new pizza flavor sensation,Food,0,Positive,0,Excitement,3,Green,3,Medium,1,Safe,0,2,High,0,High,0,excitement flavor sensation,Pizza,bold flavored pizza spicy peppers vibrant cheese,Pizza Lovers,Unlock $8 discount today,Claim Deal
sample_0038.jpg,Get ready for a flavor explosion that will rock your world tonight,Food,0,Positive,0,Excitement,3,Green,3,High,0,Safe,0,0,Low,2,High,0,flavor explosion world,Pizza,flavor explosion pizza colorful toppings swirling cheese,Pizza Lovers,Score $4 off any pizza,Take Advantage
sample_0039.jpg,Unleash the fun with this amazing pizza creation that everyone is talking about,Food,0,Positive,0,Excitement,3,Green,3,High,0,Safe,0,0,Low,2,Medium,1,fun amazing creation,Pizza,fun pizza creative topping arrangement colorful cheese,Pizza Lovers,Receive $6 savings now,Get Started
sample_0040.jpg,Ignite your taste buds with the most thrilling pizza experience of the year,Food,0,Positive,0,Excitement,3,Yellow,6,High,0,Safe,0,4,High,0,Medium,1,thrilling experience pizza,Pizza,thrilling pizza fiery sauce bright cheese slice,Pizza Lovers,Limited-time $9 pizza combo,Order Today
sample_0041.jpg,Try our new pizza toppings today for a different flavor experience,Food,0,Neutral,2,Excitement,3,Green,3,Low,2,Questionable,2,9,Medium,1,Medium,1,new toppings flavor,Pizza,closeup thin crust pepperoni pizza filetype:png,Pizza Lovers,Save $2 on extra topping,Customize Now
sample_0042.jpg,Explore the wide variety of crust options available on our menu now,Food,0,Neutral,2,Excitement,3,White,4,High,0,Questionable,2,2,Low,2,High,0,crust options menu,Pizza,golden cheese melt on wooden pizza slice,Pizza Lovers,Pick up $5 coupon,Redeem Now
sample_0043.jpg,Discover a new favorite pizza with our unique ingredient combinations tonight,Food,0,Neutral,2,Excitement,3,Brown,7,Medium,1,Questionable,2,8,High,0,Low,2,unique ingredients combinations,Pizza,crispy edge of margherita pizza on plate,Pizza Lovers,Earn $10 credit future order,Join Now
sample_0044.jpg,Check out the latest specials on our updated pizza menu for delivery,Food,0,Neutral,2,Excitement,3,Red,0,High,0,Questionable,2,3,Medium,1,High,0,latest specials delivery,Pizza,hot bubbling mozzarella pizza top view,Pizza Lovers,Snag $7 off midnight pizza,Order Fast
sample_0045.jpg,See what makes our classic recipe a popular choice for dinner tonight,Food,0,Neutral,2,Excitement,3,Grey,5,High,0,Questionable,2,1,Medium,1,Low,2,classic recipe dinner,Pizza,cheesy overlay on veggie pizza slice,Pizza Lovers,Grab $3 discount today,Buy Now
sample_0046.jpg,Experience the difference of fresh ingredients on your next pizza order,Food,0,Neutral,2,Excitement,3,Green,3,High,0,Questionable,2,1,Low,2,Medium,1,fresh ingredients order,Pizza,slice of deep dish pizza with peppers,Pizza Lovers,Enjoy $5 off crust upgrade,Upgrade Now
sample_0047.jpg,Find out why our new pizza deal is worth checking out today,Food,0,Neutral,2,Excitement,3,Red,0,Low,2,Questionable,2,2,Medium,1,Medium,1,pizza deal value,Pizza,fresh basil leaves on pizza top,Pizza Lovers,Limited $8 off specialty,Get Yours
sample_0048.jpg,Taste the new seasonal toppings before they are gone from the menu,Food,0,Neutral,2,Excitement,3,Red,0,Medium,1,Questionable,2,0,High,0,Low,2,seasonal toppings menu,Pizza,transparent background pizza slice with toppings,Pizza Lovers,Secure $4 discount today,Claim Yours
sample_0049.jpg,Do not settle for cold and soggy pizza tonight - order fresh now,Food,0,Negative,1,Fear,4,Red,0,High,0,Unsafe,1,0,High,0,Low,2,fresh hot pizza,Pizza,glossy cheese pull pizza slice filetype:png,Pizza Lovers,Avoid $0 delivery fee,Order Now
sample_0050.jpg,Avoid the disappointment of a late dinner - ensure fast delivery here,Food,0,Negative,1,Fear,4,Red,0,Low,2,Unsafe,1,6,Low,2,Low,2,fast delivery dinner,Pizza,closeup pepperoni circles on pizza crust,Pizza Lovers,Cut $5 from total,Save Now
sample_0051.jpg,Stop wasting money on bland toppings - choose real flavor for your meal,Food,0,Negative,1,Fear,4,Yellow,6,High,0,Unsafe,1,3,Low,2,Medium,1,real flavor value,Pizza,vegan cheese pizza slice on slate,Pizza Lovers,Slash $6 from price,Take Order
sample_0052.jpg,Do not let hunger ruin your night - get a hot pizza fast,Food,0,Negative,1,Fear,4,Red,0,Medium,1,Unsafe,1,2,Low,2,High,0,hunger relief fast,Pizza,dark stone baked pizza with herbs,Pizza Lovers,Claim $5 instant rebate,Redeem Today
sample_0053.jpg,Fear the long wait times elsewhere - get your pizza ready in minutes,Food,0,Negative,1,Fear,4,Red,0,Low,2,Unsafe,1,1,Low,2,Low,2,fast service ready,Pizza,pizza slice with crispy crust edges,Pizza Lovers,Get $3 cashback today,Collect Now
sample_0054.jpg,Do not risk a spoiled dinner with slow delivery - order with confidence,Food,0,Negative,1,Fear,4,Green,3,Low,2,Unsafe,1,9,Medium,1,Low,2,reliable delivery confidence,Pizza,multiple pizza slices arranged circularly filetype:png,Pizza Lovers,Free side with pizza,Add Side
sample_0055.jpg,Avoid the regret of a bad meal - choose quality pizza you trust,Food,0,Negative,1,Fear,4,Green,3,High,0,Unsafe,1,2,Low,2,High,0,quality meal trust,Pizza,hand holding mozzarella pizza slice closeup,Pizza Lovers,Save $2 on weekday,Order Today
sample_0056.jpg,Do not face an empty table tonight - secure your delicious pizza order,Food,0,Negative,1,Fear,4,Yellow,6,High,0,Unsafe,1,6,Low,2,High,0,delicious order tonight,Pizza,charred crust pizza on wooden board,Pizza Lovers,Enjoy $10 savings batch,Buy Now
sample_0057.jpg,Stop suffering through dry crust - enjoy a perfectly baked pizza tonight,Food,0,Negative,1,Fear,4,Red,0,High,0,Unsafe,1,4,High,0,High,0,dry crust baked,Pizza,slice of BBQ chicken pizza with sauce,Pizza Lovers,Grab $4 discount pizza,Grab Now
sample_0058.jpg,Do not take chances with your health - check our clean kitchen rating,Food,0,Negative,1,Fear,4,Grey,5,Medium,1,Unsafe,1,1,Medium,1,Medium,1,health safety kitchen,Pizza,fresh tomato slices on pizza top,Pizza Lovers,Earn $5 bonus points,Join Today
sample_0059.jpg,Avoid the stress of cooking tonight - let us handle dinner for you,Food,0,Negative,1,Fear,4,Blue,2,High,0,Unsafe,1,9,Medium,1,Low,2,no cooking stress,Pizza,cheddar cheese pizza with jalapeno rings,Pizza Lovers,Take $6 off order,Order Quick
sample_0060.jpg,Do not let your party down - order enough pizza for everyone now,Food,0,Negative,1,Fear,4,Red,0,Low,2,Unsafe,1,2,High,0,High,0,party food enough,Pizza,pizza slice with melted cheese strings,Pizza Lovers,Get $8 promo code,Apply Now
sample_0061.jpg,Sink your teeth into a juicy burger and experience pure flavor bliss today,Food,0,Positive,0,Joy,0,Black,1,Medium,1,Safe,0,5,Low,2,Medium,1,juicy burger flavor,Burger,juicy grilled beef burger sesame bun filetype-png,Burger Lovers,Save $5 Today,Order Now
sample_0062.jpg,Every bite of this amazing burger brings a smile to your face instantly,Food,0,Positive,0,Joy,0,Grey,5,Medium,1,Safe,0,3,High,0,High,0,amazing burger smile,Burger,double cheeseburger with melted cheddar lettuce tomato,Burger Lovers,Buy One Get One Free,Grab Yours
sample_0063.jpg,Taste the ultimate satisfaction with a flame grilled burger made just for you,Food,0,Positive,0,Joy,0,White,4,Medium,1,Safe,0,1,Medium,1,Low,2,flame grilled satisfaction,Burger,closeup crispy bacon topped burger patty,Burger Lovers,Enjoy 20% Off Meal,Taste Joy
sample_0064.jpg,Treat yourself to the best burger in town and feel the joy now,Food,0,Positive,0,Joy,0,Red,0,Medium,1,Safe,0,2,Medium,1,High,0,best burger joy,Burger,classic cheeseburger with pickles onions ketchup,Burger Lovers,Limited Time $3 Discount,Eat Happy
sample_0065.jpg,Unleash happiness with a double cheeseburger that is packed with incredible fresh flavor,Food,0,Positive,0,Joy,0,Blue,2,Low,2,Safe,0,8,High,0,High,0,double cheeseburger happiness,Burger,burger with grilled onions caramelized onions filetype-png,Burger Lovers,Half Price Burger Deal,Savor Now
sample_0066.jpg,Satisfy your deep cravings with a mouthwatering burger that hits the spot perfectly,Food,0,Positive,0,Joy,0,Grey,5,Medium,1,Safe,0,8,Medium,1,Low,2,mouthwatering burger cravings,Burger,stacked burger double patty cheese lettuce,Burger Lovers,Get $2 Off Today,Taste Bliss
sample_0067.jpg,Discover pure burger bliss with premium ingredients that make every moment so special,Food,0,Positive,0,Joy,0,Yellow,6,High,0,Safe,0,2,Low,2,Low,2,premium burger bliss,Burger,hot toasted sesame seed bun burger patty,Burger Lovers,Special $4.99 Burger Offer,Order Fast
sample_0068.jpg,Make your day unforgettable with a delicious hot burger that tastes like heaven,Food,0,Positive,0,Joy,0,Blue,2,Medium,1,Safe,0,3,High,0,High,0,delicious hot burger,Burger,gourmet beef burger with avocado slices,Burger Lovers,Free Side With Purchase,Add Now
sample_0069.jpg,Enjoy a solid burger for lunch when you need something filling and good,Food,0,Neutral,2,Joy,0,Brown,7,High,0,Questionable,2,4,High,0,Low,2,solid burger lunch,Burger,burger with melted American cheese sesame bun,Burger Lovers,Deal: Two Burgers $10,Get Deal
sample_0070.jpg,A classic burger is a reliable choice for a quick and tasty meal,Food,0,Neutral,2,Joy,0,Brown,7,Low,2,Questionable,2,1,High,0,High,0,classic burger meal,Burger,closeup grill marks on burger patty,Burger Lovers,Save $3 On Combo,Buy Today
sample_0071.jpg,Grab a standard burger combo for a satisfying dinner without any fuss today,Food,0,Neutral,2,Joy,0,White,4,Medium,1,Questionable,2,2,Low,2,Medium,1,standard burger combo,Burger,burger half cut showing juicy interior,Burger Lovers,Limited Offer: Save $6,Try It
sample_0072.jpg,This burger serves its purpose well for a simple and enjoyable food break,Food,0,Neutral,2,Joy,0,Brown,7,Medium,1,Questionable,2,3,Low,2,Low,2,simple food break,Burger,cheeseburger with crispy onions and ketchup,Burger Lovers,Enjoy $5 Savings Today,Taste Now
sample_0073.jpg,Stop eating dry and tasteless burgers that waste your hard earned money today,Food,0,Negative,1,Anger,1,Green,3,Medium,1,Unsafe,1,6,High,0,High,0,dry tasteless burgers,Burger,burger served on wooden platter with fries,Burger Lovers,No More Overpriced Burgers,Upgrade Now
sample_0074.jpg,Do not accept sad and soggy burgers anymore - demand real flavor now,Food,0,Negative,1,Anger,1,Yellow,6,Medium,1,Unsafe,1,3,Medium,1,High,0,soggy burgers flavor,Burger,double patty burger with bacon and cheese,Burger Lovers,Stop Paying Too Much,Eat Better
sample_0075.jpg,You deserve better than cold burgers with fake cheese - try quality food,Food,0,Negative,1,Anger,1,Brown,7,Medium,1,Unsafe,1,3,High,0,Low,2,cold burgers quality,Burger,burger with fresh lettuce tomato onion,Burger Lovers,"Cheap Burger, Great Taste",Order Today
sample_0076.jpg,Sick of tiny burgers that leave you hungry - get a real meal,Food,0,Negative,1,Anger,1,Blue,2,Low,2,Unsafe,1,6,Low,2,High,0,tiny burgers hungry,Burger,closeup sesame seed bun top half,Burger Lovers,Slash $4 From Price,Grab Now
sample_0077.jpg,Why settle for frozen burger patties when you can have fresh meat,Food,0,Negative,1,Anger,1,Yellow,6,High,0,Unsafe,1,8,Low,2,Low,2,frozen patties fresh,Burger,grilled beef burger patty sizzling hot,Burger Lovers,"Fresh Burger, Low Cost",Try Today
sample_0078.jpg,Avoid the disappointment of greasy fast food and choose a hearty burger,Food,0,Negative,1,Anger,1,Green,3,High,0,Unsafe,1,7,High,0,Low,2,greasy fast food,Burger,burger with melted mozzarella cheese and basil,Burger Lovers,"Save Money, Eat Better",Get Yours
sample_0079.jpg,Stop suffering through bland burger experiences - spice up your life right now,Food,0,Negative,1,Anger,1,Yellow,6,Low,2,Unsafe,1,7,High,0,High,0,bland burger experiences,Burger,burger with crispy lettuce and tomato slices filetype-png,Burger Lovers,No More Burger Regrets,Taste Joy
sample_0080.jpg,Say no to overcooked burgers and find a place that respects food,Food,0,Negative,1,Anger,1,White,4,High,0,Unsafe,1,4,High,0,Medium,1,overcooked burgers respect,Burger,artistic burger composition with sauce drizzling,Burger Lovers,"Cut Price, Keep Flavor",Buy Now
sample_0081.jpg,Stop paying for soggy buns and cold patties - expect better from your meal today,Food,0,Neutral,2,Anger,1,Brown,7,Medium,1,Questionable,2,5,High,0,Medium,1,soggy buns cold patties,Burger,close up juicy beef patty cheese melt filetype-png,Burger Lovers,"Pay Less, Enjoy More",Order Quick
sample_0082.jpg,Why accept a dry burger when you can demand juicy flavor right now,Food,0,Neutral,2,Anger,1,Black,1,Low,2,Questionable,2,1,High,0,Low,2,dry burger juicy flavor,Burger,crispy lettuce tomato slice on grilled bun,Burger Lovers,"Discounted Burger, Happy Wallet",Get It
sample_0083.jpg,Tired of inconsistent fast food quality - get a burger that actually satisfies hunger,Food,0,Neutral,2,Anger,1,Grey,5,Low,2,Questionable,2,7,Medium,1,High,0,inconsistent food quality,Burger,top view sesame seed bun with lettuce,Burger Lovers,Save Big On Burgers,Shop Now
sample_0084.jpg,Avoid disappointing lunches with greasy messes - choose a burger made with care now,Food,0,Neutral,2,Anger,1,Blue,2,High,0,Questionable,2,8,Low,2,High,0,disappointing lunch greasy mess,Burger,side angle melted cheddar cheese dripping burger,Burger Lovers,Deal: $6 Burger Combo,Eat Now
sample_0085.jpg,Always fresh beef and crisp veggies - this burger is quality you can trust,Food,0,Positive,0,Trust,2,Red,0,Low,2,Safe,0,6,High,0,Medium,1,fresh beef crisp veggies,Burger,handheld double patty burger with onions,Burger Lovers,"Trusted Quality, Great Price",Order Today
sample_0086.jpg,Consistent delicious flavor in every single bite - rely on this burger for lunch,Food,0,Positive,0,Trust,2,Blue,2,Medium,1,Safe,0,8,Low,2,Medium,1,consistent flavor reliable lunch,Burger,close up charred grill marks on patty,Burger Lovers,"Reliable Flavor, Affordable Price",Taste It
sample_0087.jpg,Made with premium ingredients and grilled to perfection - a meal that never disappoints,Food,0,Positive,0,Trust,2,Blue,2,Low,2,Safe,0,7,Low,2,Low,2,premium ingredients grilled perfection,Burger,fresh garden herbs on burger top,Burger Lovers,"Consistent Taste, Low Cost",Buy Today
sample_0088.jpg,A classic meal done right every time - trust the taste of this burger,Food,0,Positive,0,Trust,2,Blue,2,Low,2,Safe,0,8,Medium,1,Low,2,classic meal right taste,Burger,high resolution burger with bacon strips,Burger Lovers,"Premium Burger, Fair Price",Get Yours
sample_0089.jpg,Fresh off the grill and served hot - enjoy a reliable burger made just for you,Food,0,Positive,0,Trust,2,Grey,5,Low,2,Safe,0,9,Low,2,Medium,1,fresh grill hot meal,Burger,toasted bun interior soft texture closeup,Burger Lovers,"Hot Burger, Small Bill",Enjoy Now
sample_0090.jpg,Quality meat and fresh toppings combined - taste the difference of a trusted recipe,Food,0,Positive,0,Trust,2,Brown,7,Low,2,Safe,0,7,High,0,Low,2,quality meat fresh toppings,Burger,vibrant colorful burger ingredients layered together,Burger Lovers,"Taste Trust, Save Money",Order Now
sample_0091.jpg,Dependable taste and generous portions - this burger is the meal you deserve today,Food,0,Positive,0,Trust,2,Brown,7,High,0,Safe,0,6,High,0,High,0,dependable taste generous portions,Burger,macro shot beef patty sesame bun filetype-png,Burger Lovers,Save $5 on burger,Order Now
sample_0092.jpg,Real food made with real care - savor a burger that always meets expectations,Food,0,Positive,0,Trust,2,Black,1,Low,2,Safe,0,3,Low,2,Medium,1,real food real care,Burger,melted mozzarella cheese stretchy pull burger,Burger Lovers,Buy one get one free,Buy Today
sample_0093.jpg,A standard choice for a quick lunch - this burger fills you up efficiently,Food,0,Neutral,2,Trust,2,Red,0,Low,2,Questionable,2,3,Low,2,Medium,1,standard choice quick lunch,Burger,golden french fries beside classic burger,Burger Lovers,Enjoy 20% off today,Grab Yours
sample_0094.jpg,Made with classic ingredients for a familiar taste - enjoy a simple meal now,Food,0,Neutral,2,Trust,2,Red,0,Medium,1,Questionable,2,8,Medium,1,Medium,1,classic ingredients familiar taste,Burger,burger with pickles and mustard drizzle,Burger Lovers,Get $3 off combo,Shop Now
sample_0095.jpg,A solid option for dinner - this burger provides good value for the price,Food,0,Neutral,2,Trust,2,Blue,2,Medium,1,Questionable,2,0,Low,2,High,0,solid option dinner value,Burger,juicy burger half cut showing layers,Burger Lovers,Limited time 30% discount,Claim Offer
sample_0096.jpg,Expect a decent meal with standard toppings - this burger does the job well,Food,0,Neutral,2,Trust,2,White,4,High,0,Questionable,2,8,High,0,High,0,decent meal standard toppings,Burger,close up crisp lettuce leaf topping,Burger Lovers,Half price lunch special,Get Yours
sample_0097.jpg,Experience a flavor explosion with every juicy bite - the ultimate burger awaits you now,Food,0,Positive,0,Excitement,3,White,4,Medium,1,Safe,0,1,High,0,High,0,flavor explosion juicy bite,Burger,grill smoke ambience behind burger,Burger Lovers,Free fries with purchase,Act Fast
sample_0098.jpg,Get ready to unwrap deliciousness - this amazing burger will make your day brighter,Food,0,Positive,0,Excitement,3,Blue,2,Low,2,Safe,0,5,High,0,Low,2,unwrap deliciousness amazing burger,Burger,burger on wooden board with napkin,Burger Lovers,Earn double reward points,Don't Miss Out
sample_0099.jpg,Satisfy your cravings with the most mouthwatering burger you have ever tasted today,Food,0,Positive,0,Excitement,3,White,4,Medium,1,Safe,0,4,Medium,1,High,0,satisfy cravings mouthwatering burger,Burger,cheese oozing over patty top view,Burger Lovers,Exclusive $2 meal deal,Taste It
